node_loc,technology,year_vtg,value,unit
R12_AFR,coal_adv,2010,30,y
R12_AFR,coal_adv,2020,30,y
R12_AFR,coal_adv,2030,30,y
R12_AFR,coal_adv,2040,30,y
R12_AFR,coal_adv,2050,30,y
R12_AFR,coal_adv,2060,30,y
R12_AFR,coal_adv,2070,30,y
R12_AFR,coal_adv,2080,30,y
R12_AFR,coal_adv,2090,30,y
R12_AFR,coal_adv,2100,30,y
R12_AFR,coal_adv,2110,30,y
R12_AFR,coal_adv,2025,30,y
R12_AFR,coal_adv,2035,30,y
R12_AFR,coal_adv,2045,30,y
R12_AFR,coal_adv,2055,30,y
R12_AFR,coal_adv,2015,30,y
R12_CHN,coal_adv,2020,30,y
R12_CHN,coal_adv,2030,30,y
R12_CHN,coal_adv,2040,30,y
R12_CHN,coal_adv,2050,30,y
R12_CHN,coal_adv,2060,30,y
R12_CHN,coal_adv,2070,30,y
R12_CHN,coal_adv,2080,30,y
R12_CHN,coal_adv,2090,30,y
R12_CHN,coal_adv,2100,30,y
R12_CHN,coal_adv,2110,30,y
R12_CHN,coal_adv,2025,30,y
R12_CHN,coal_adv,2035,30,y
R12_CHN,coal_adv,2045,30,y
R12_CHN,coal_adv,2055,30,y
R12_CHN,coal_adv,2000,30,y
R12_CHN,coal_adv,2005,30,y
R12_CHN,coal_adv,2010,30,y
R12_CHN,coal_adv,2015,30,y
R12_CHN,coal_adv,1995,35,y
R12_EEU,coal_adv,2010,30,y
R12_EEU,coal_adv,2015,30,y
R12_EEU,coal_adv,2020,30,y
R12_EEU,coal_adv,2025,30,y
R12_EEU,coal_adv,2030,30,y
R12_EEU,coal_adv,2035,30,y
R12_EEU,coal_adv,2040,30,y
R12_EEU,coal_adv,2045,30,y
R12_EEU,coal_adv,2050,30,y
R12_EEU,coal_adv,2055,30,y
R12_EEU,coal_adv,2060,30,y
R12_EEU,coal_adv,2070,30,y
R12_EEU,coal_adv,2080,30,y
R12_EEU,coal_adv,2090,30,y
R12_EEU,coal_adv,2100,30,y
R12_EEU,coal_adv,2110,30,y
R12_EEU,coal_adv,2005,35,y
R12_EEU,coal_adv,2000,35,y
R12_EEU,coal_adv,1995,40,y
R12_EEU,coal_adv,1990,40,y
R12_EEU,coal_adv,1985,45,y
R12_FSU,coal_adv,2025,30,y
R12_FSU,coal_adv,2030,30,y
R12_FSU,coal_adv,2035,30,y
R12_FSU,coal_adv,2040,30,y
R12_FSU,coal_adv,2045,30,y
R12_FSU,coal_adv,2050,30,y
R12_FSU,coal_adv,2055,30,y
R12_FSU,coal_adv,2060,30,y
R12_FSU,coal_adv,2070,30,y
R12_FSU,coal_adv,2080,30,y
R12_FSU,coal_adv,2090,30,y
R12_FSU,coal_adv,2100,30,y
R12_FSU,coal_adv,2110,30,y
R12_FSU,coal_adv,2020,35,y
R12_FSU,coal_adv,2015,40,y
R12_FSU,coal_adv,2010,40,y
R12_FSU,coal_adv,2005,45,y
