node_loc,technology,year_vtg,value,unit
R12_PAS,coal_adv_rccs,2020,25,y
R12_PAS,coal_adv_rccs,2030,25,y
R12_PAS,coal_adv_rccs,2040,30,y
R12_PAS,coal_adv_rccs,2050,30,y
R12_PAS,coal_adv_rccs,2060,30,y
R12_PAS,coal_adv_rccs,2070,30,y
R12_PAS,coal_adv_rccs,2080,30,y
R12_PAS,coal_adv_rccs,2090,30,y
R12_PAS,coal_adv_rccs,2100,30,y
R12_PAS,coal_adv_rccs,2110,30,y
R12_PAS,coal_adv_rccs,2025,25,y
R12_PAS,coal_adv_rccs,2035,25,y
R12_PAS,coal_adv_rccs,2045,30,y
R12_PAS,coal_adv_rccs,2055,30,y
R12_SAS,coal_adv_rccs,2010,30,y
R12_SAS,coal_adv_rccs,2020,30,y
R12_SAS,coal_adv_rccs,2030,30,y
R12_SAS,coal_adv_rccs,2040,30,y
R12_SAS,coal_adv_rccs,2050,30,y
R12_SAS,coal_adv_rccs,2060,30,y
R12_SAS,coal_adv_rccs,2070,30,y
R12_SAS,coal_adv_rccs,2080,30,y
R12_SAS,coal_adv_rccs,2090,30,y
R12_SAS,coal_adv_rccs,2100,30,y
R12_SAS,coal_adv_rccs,2110,30,y
R12_SAS,coal_adv_rccs,2025,30,y
R12_SAS,coal_adv_rccs,2035,30,y
R12_SAS,coal_adv_rccs,2045,30,y
R12_SAS,coal_adv_rccs,2055,30,y
R12_PAS,coal_adv_rccs,2000,30,y
R12_PAS,coal_adv_rccs,2005,30,y
R12_PAS,coal_adv_rccs,2010,30,y
R12_PAS,coal_adv_rccs,2015,30,y
R12_SAS,coal_adv_rccs,2015,30,y
R12_CHN,coal_adv_rccs,2020,30,y
R12_CHN,coal_adv_rccs,2030,30,y
R12_CHN,coal_adv_rccs,2040,30,y
R12_CHN,coal_adv_rccs,2050,30,y
R12_CHN,coal_adv_rccs,2060,30,y
R12_CHN,coal_adv_rccs,2070,30,y
R12_CHN,coal_adv_rccs,2080,30,y
R12_CHN,coal_adv_rccs,2090,30,y
R12_CHN,coal_adv_rccs,2100,30,y
R12_CHN,coal_adv_rccs,2110,30,y
R12_CHN,coal_adv_rccs,2025,30,y
R12_CHN,coal_adv_rccs,2035,30,y
R12_CHN,coal_adv_rccs,2045,30,y
R12_CHN,coal_adv_rccs,2055,30,y
R12_CHN,coal_adv_rccs,2000,30,y
R12_CHN,coal_adv_rccs,2005,30,y
R12_CHN,coal_adv_rccs,2010,30,y
R12_CHN,coal_adv_rccs,2015,30,y
R12_PAS,coal_adv_rccs,1995,35,y
R12_CHN,coal_adv_rccs,1995,35,y
R12_AFR,coal_adv_rccs,2020,30,y
R12_AFR,coal_adv_rccs,2030,30,y
R12_AFR,coal_adv_rccs,2040,30,y
R12_AFR,coal_adv_rccs,2050,30,y
R12_AFR,coal_adv_rccs,2060,30,y
R12_AFR,coal_adv_rccs,2070,30,y
R12_AFR,coal_adv_rccs,2080,30,y
R12_AFR,coal_adv_rccs,2090,30,y
R12_AFR,coal_adv_rccs,2100,30,y
R12_AFR,coal_adv_rccs,2110,30,y
R12_AFR,coal_adv_rccs,2025,30,y
R12_AFR,coal_adv_rccs,2035,30,y
R12_AFR,coal_adv_rccs,2045,30,y
R12_AFR,coal_adv_rccs,2055,30,y
R12_AFR,coal_adv_rccs,2000,30,y
R12_AFR,coal_adv_rccs,2005,30,y
R12_AFR,coal_adv_rccs,2010,30,y
R12_AFR,coal_adv_rccs,2015,30,y
R12_AFR,coal_adv_rccs,1995,35,y
R12_EEU,coal_adv_rccs,2020,30,y
R12_EEU,coal_adv_rccs,2030,30,y
R12_EEU,coal_adv_rccs,2040,30,y
R12_EEU,coal_adv_rccs,2050,30,y
R12_EEU,coal_adv_rccs,2060,30,y
R12_EEU,coal_adv_rccs,2070,30,y
R12_EEU,coal_adv_rccs,2080,30,y
R12_EEU,coal_adv_rccs,2090,30,y
R12_EEU,coal_adv_rccs,2100,30,y
R12_EEU,coal_adv_rccs,2110,30,y
R12_EEU,coal_adv_rccs,2025,30,y
R12_EEU,coal_adv_rccs,2035,30,y
R12_EEU,coal_adv_rccs,2045,30,y
R12_EEU,coal_adv_rccs,2055,30,y
R12_EEU,coal_adv_rccs,2000,30,y
R12_EEU,coal_adv_rccs,2005,30,y
R12_EEU,coal_adv_rccs,2010,30,y
R12_EEU,coal_adv_rccs,2015,30,y
R12_EEU,coal_adv_rccs,1995,35,y
R12_FSU,coal_adv_rccs,2020,30,y
R12_FSU,coal_adv_rccs,2030,30,y
R12_FSU,coal_adv_rccs,2040,30,y
R12_FSU,coal_adv_rccs,2050,30,y
R12_FSU,coal_adv_rccs,2060,30,y
R12_FSU,coal_adv_rccs,2070,30,y
R12_FSU,coal_adv_rccs,2080,30,y
R12_FSU,coal_adv_rccs,2090,30,y
R12_FSU,coal_adv_rccs,2100,30,y
R12_FSU,coal_adv_rccs,2110,30,y
R12_FSU,coal_adv_rccs,2025,30,y
R12_FSU,coal_adv_rccs,2035,30,y
R12_FSU,coal_adv_rccs,2045,30,y
R12_FSU,coal_adv_rccs,2055,30,y
R12_FSU,coal_adv_rccs,2000,30,y
R12_FSU,coal_adv_rccs,2005,30,y
R12_FSU,coal_adv_rccs,2010,30,y
R12_FSU,coal_adv_rccs,2015,30,y
R12_FSU,coal_adv_rccs,1995,35,y
R12_LAM,coal_adv_rccs,2020,30,y
R12_LAM,coal_adv_rccs,2030,30,y
R12_LAM,coal_adv_rccs,2040,30,y
R12_LAM,coal_adv_rccs,2050,30,y
R12_LAM,coal_adv_rccs,2060,30,y
R12_LAM,coal_adv_rccs,2070,30,y
R12_LAM,coal_adv_rccs,2080,30,y
R12_LAM,coal_adv_rccs,2090,30,y
R12_LAM,coal_adv_rccs,2100,30,y
R12_LAM,coal_adv_rccs,2110,30,y
R12_LAM,coal_adv_rccs,2025,30,y
R12_LAM,coal_adv_rccs,2035,30,y
R12_LAM,coal_adv_rccs,2045,30,y
R12_LAM,coal_adv_rccs,2055,30,y
R12_LAM,coal_adv_rccs,2000,30,y
R12_LAM,coal_adv_rccs,2005,30,y
R12_LAM,coal_adv_rccs,2010,30,y
R12_LAM,coal_adv_rccs,2015,30,y
R12_LAM,coal_adv_rccs,1995,35,y
R12_MEA,coal_adv_rccs,2020,30,y
R12_MEA,coal_adv_rccs,2030,30,y
R12_MEA,coal_adv_rccs,2040,30,y
R12_MEA,coal_adv_rccs,2050,30,y
R12_MEA,coal_adv_rccs,2060,30,y
R12_MEA,coal_adv_rccs,2070,30,y
R12_MEA,coal_adv_rccs,2080,30,y
R12_MEA,coal_adv_rccs,2090,30,y
R12_MEA,coal_adv_rccs,2100,30,y
R12_MEA,coal_adv_rccs,2110,30,y
R12_MEA,coal_adv_rccs,2025,30,y
R12_MEA,coal_adv_rccs,2035,30,y
R12_MEA,coal_adv_rccs,2045,30,y
R12_MEA,coal_adv_rccs,2055,30,y
R12_MEA,coal_adv_rccs,2000,30,y
R12_MEA,coal_adv_rccs,2005,30,y
